#{"t_start": 1651075270.231315, "env_id": "HalfCheetah-v3"}
r,l,t
-191.610261,1000,0.342858
-359.01805,1000,0.662524
-184.45947,1000,0.96787
-223.790709,1000,1.28571
-374.839052,1000,1.597051
-287.750657,1000,1.896884
-332.253673,1000,2.216346
-246.299723,1000,2.538514
-236.787718,1000,2.871672
-239.917738,1000,3.205016
-179.062297,1000,22.298399
-183.154239,1000,40.045718
-278.453656,1000,57.627366
-251.752915,1000,75.309392
-182.245476,1000,93.106087
-242.891859,1000,110.813976
-177.333734,1000,128.509669
-148.625706,1000,146.247839
-131.994162,1000,163.902628
-124.86481,1000,181.494939
-190.923686,1000,199.087306
-278.345067,1000,216.718278
-131.219802,1000,234.315291
-98.221111,1000,251.988361
-377.068041,1000,269.633948
