#{"t_start": 1650883994.029303, "env_id": "CartPole-v1"}
r,l,t
18.0,18,1.810355
13.0,13,1.817613
25.0,25,1.88923
24.0,24,1.959664
82.0,82,2.178119
38.0,38,2.254515
158.0,158,2.651914
30.0,30,2.730752
106.0,106,2.959773
101.0,101,3.180576
118.0,118,3.467586
135.0,135,3.763999
117.0,117,4.048348
104.0,104,4.270692
225.0,225,4.780459
500.0,500,5.937435
276.0,276,6.532876
167.0,167,6.946519
156.0,156,7.308274
174.0,174,7.737167
500.0,500,8.837636
500.0,500,10.817227
500.0,500,11.990814
500.0,500,13.087873
500.0,500,14.301002
500.0,500,15.456676
500.0,500,16.627533
500.0,500,18.570457
500.0,500,19.673347
500.0,500,20.832432
500.0,500,22.035365
500.0,500,23.135756
500.0,500,24.328259
500.0,500,26.265512
500.0,500,27.432774
500.0,500,28.593187
500.0,500,29.731654
500.0,500,30.888588
500.0,500,32.051925
