#{"t_start": 1650883994.107378, "env_id": "CartPole-v1"}
r,l,t
25.0,25,1.736502
10.0,10,1.800138
13.0,13,1.807133
41.0,41,1.886293
38.0,38,1.967392
58.0,58,2.112637
23.0,23,2.180628
122.0,122,2.475066
85.0,85,2.667099
106.0,106,2.952346
119.0,119,3.182242
120.0,120,3.470108
199.0,199,3.911912
159.0,159,4.27325
255.0,255,4.854885
500.0,500,6.01227
232.0,232,6.573932
225.0,225,7.086351
204.0,204,7.586306
500.0,500,8.686597
500.0,500,10.651278
500.0,500,11.837731
500.0,500,12.936481
500.0,500,14.149058
500.0,500,15.304105
500.0,500,16.475646
500.0,500,18.418098
500.0,500,19.522369
500.0,500,20.679457
500.0,500,21.882655
500.0,500,22.98476
500.0,500,24.174159
500.0,500,26.113489
500.0,500,27.28083
500.0,500,28.439645
500.0,500,29.548414
500.0,500,30.738106
500.0,500,31.899309
