#{"t_start": 1650883994.01529, "env_id": "CartPole-v1"}
r,l,t
12.0,12,1.81984
21.0,21,1.890945
32.0,32,1.965536
23.0,23,1.977717
11.0,11,2.04472
25.0,25,2.0577
50.0,50,2.198629
41.0,41,2.276134
124.0,124,2.572415
118.0,118,2.897665
139.0,139,3.195135
113.0,113,3.479466
112.0,112,3.707415
284.0,284,4.358594
500.0,500,5.517129
394.0,394,6.393475
174.0,174,6.813766
184.0,184,7.248215
181.0,181,7.680442
500.0,500,8.780819
500.0,500,10.745578
500.0,500,11.931999
500.0,500,13.030698
500.0,500,14.243325
500.0,500,15.455722
500.0,500,16.569927
500.0,500,18.512337
500.0,500,19.616586
500.0,500,20.773697
500.0,500,21.976953
500.0,500,23.078978
500.0,500,24.268438
500.0,500,26.264564
500.0,500,27.375043
500.0,500,28.534033
500.0,500,29.643216
500.0,500,30.832377
500.0,500,31.993632
