#{"t_start": 1650883994.08193, "env_id": "CartPole-v1"}
r,l,t
16.0,16,1.756508
38.0,38,1.835611
43.0,43,1.976998
18.0,18,1.986623
23.0,23,2.055353
24.0,24,2.125649
23.0,23,2.138004
47.0,47,2.276579
51.0,51,2.359605
58.0,58,2.50704
132.0,132,2.839543
113.0,113,3.123378
73.0,73,3.273448
98.0,98,3.494011
125.0,125,3.785442
108.0,108,4.008614
93.0,93,4.22529
153.0,153,4.585206
500.0,500,5.742715
259.0,259,6.324798
170.0,170,6.743215
192.0,192,7.181734
216.0,216,7.68776
500.0,500,8.844238
500.0,500,10.767891
500.0,500,11.941549
500.0,500,13.038566
500.0,500,14.251897
500.0,500,15.467333
500.0,500,16.578101
500.0,500,18.521282
500.0,500,19.681072
500.0,500,20.783332
500.0,500,21.986143
500.0,500,23.086402
500.0,500,24.278933
500.0,500,26.273842
500.0,500,27.383749
500.0,500,28.543934
500.0,500,29.740233
500.0,500,30.83945
500.0,500,32.002696
