#{"t_start": 1650883994.0426922, "env_id": "CartPole-v1"}
r,l,t
24.0,24,1.800543
13.0,13,1.865859
21.0,21,1.876908
12.0,12,1.941243
63.0,63,2.091963
40.0,40,2.170678
13.0,13,2.17782
58.0,58,2.321958
90.0,90,2.54225
133.0,133,2.875712
161.0,161,3.240794
116.0,116,3.526505
129.0,129,3.819889
120.0,120,4.106742
205.0,205,4.547673
500.0,500,5.705974
424.0,424,6.704442
208.0,208,7.150915
172.0,172,7.577789
500.0,500,8.678985
500.0,500,10.642579
500.0,500,11.827583
500.0,500,12.929617
500.0,500,14.1417
500.0,500,15.294953
500.0,500,16.466122
500.0,500,18.410574
500.0,500,19.514208
500.0,500,20.670768
500.0,500,21.874776
500.0,500,22.976287
500.0,500,24.166509
500.0,500,26.105363
500.0,500,27.271801
500.0,500,28.431553
500.0,500,29.53484
500.0,500,30.73061
500.0,500,31.890827
500.0,500,33.798766
