#{"t_start": 1651136616.241359, "env_id": "CartPole-v1"}
r,l,t
18.0,18,0.035659
12.0,12,0.042531
17.0,17,0.113455
31.0,31,0.186334
17.0,17,0.195981
43.0,43,0.327999
174.0,174,0.701104
81.0,81,0.909811
91.0,91,1.133672
136.0,136,1.425557
87.0,87,1.641109
120.0,120,1.869852
375.0,375,2.7394
157.0,157,3.149705
146.0,146,3.520749
265.0,265,4.128344
148.0,148,4.434784
162.0,162,4.805058
500.0,500,5.964012
500.0,500,7.15802
500.0,500,9.057679
500.0,500,10.226618
500.0,500,11.443609
500.0,500,12.572515
500.0,500,13.752407
500.0,500,14.857577
500.0,500,16.813671
500.0,500,17.965501
500.0,500,19.121243
500.0,500,20.278354
500.0,500,21.431675
500.0,500,22.558068
500.0,500,24.564739
500.0,500,25.663394
500.0,500,26.816441
500.0,500,28.024524
500.0,500,29.141088
500.0,500,30.305623
