#{"t_start": 1651136616.248665, "env_id": "CartPole-v1"}
r,l,t
12.0,12,0.025062
23.0,23,0.099412
11.0,11,0.105597
31.0,31,0.178532
20.0,20,0.243922
18.0,18,0.25403
33.0,33,0.326394
25.0,25,0.394735
27.0,27,0.464872
74.0,74,0.6178
27.0,27,0.687937
34.0,34,0.760472
75.0,75,0.91188
130.0,130,1.211267
208.0,208,1.710013
157.0,157,2.073193
403.0,403,2.967134
113.0,113,3.28745
190.0,190,3.741193
338.0,338,4.501314
161.0,161,4.869753
160.0,160,5.237027
500.0,500,6.39186
500.0,500,8.394713
500.0,500,9.488594
500.0,500,10.66341
500.0,500,11.879423
500.0,500,13.013984
500.0,500,14.188007
500.0,500,16.08584
500.0,500,17.241747
500.0,500,18.413255
500.0,500,19.548843
500.0,500,20.703953
500.0,500,21.865788
500.0,500,23.043912
500.0,500,24.991533
500.0,500,26.09239
500.0,500,27.286466
500.0,500,28.456834
500.0,500,29.577081
500.0,500,30.731435
