#{"t_start": 1651136616.247602, "env_id": "CartPole-v1"}
r,l,t
40.0,40,0.103272
30.0,30,0.175614
17.0,17,0.185244
73.0,73,0.334142
26.0,26,0.402766
125.0,125,0.694341
134.0,134,0.989793
178.0,178,1.421161
234.0,234,1.93475
224.0,224,2.441704
128.0,128,2.73697
119.0,119,3.070632
35.0,35,3.146004
183.0,183,3.593445
344.0,344,4.413345
162.0,162,4.783305
500.0,500,5.886562
500.0,500,7.080786
500.0,500,8.980837
500.0,500,10.148901
500.0,500,11.365721
500.0,500,12.492374
500.0,500,13.674557
500.0,500,14.835962
500.0,500,16.737638
500.0,500,17.887397
500.0,500,19.033758
500.0,500,20.196907
500.0,500,21.353827
500.0,500,22.477661
500.0,500,24.487108
500.0,500,25.641724
500.0,500,26.73928
500.0,500,27.943333
500.0,500,29.063228
500.0,500,30.229587
