#{"t_start": 1651136616.242452, "env_id": "CartPole-v1"}
r,l,t
14.0,14,0.032392
12.0,12,0.038792
18.0,18,0.110608
14.0,14,0.118388
26.0,26,0.18869
13.0,13,0.249956
26.0,26,0.264621
31.0,31,0.33587
88.0,88,0.549823
50.0,50,0.688984
44.0,44,0.767217
77.0,77,0.919796
179.0,179,1.354961
91.0,91,1.571981
189.0,189,2.006331
500.0,500,3.156003
184.0,184,3.603893
298.0,298,4.286718
117.0,117,4.57574
170.0,170,4.949013
500.0,500,6.110402
208.0,208,6.608392
500.0,500,8.552227
500.0,500,9.702379
500.0,500,10.823835
500.0,500,12.046217
500.0,500,13.231351
500.0,500,14.344966
500.0,500,16.300928
500.0,500,17.45461
500.0,500,18.573015
500.0,500,19.761141
500.0,500,20.861345
500.0,500,22.033857
500.0,500,23.279396
500.0,500,25.151076
500.0,500,26.305718
500.0,500,27.500949
500.0,500,28.619025
500.0,500,29.790776
500.0,500,30.890994
