#{"t_start": 1651136616.24443, "env_id": "CartPole-v1"}
r,l,t
10.0,10,0.028087
13.0,13,0.035233
41.0,41,0.119747
37.0,37,0.250321
51.0,51,0.332784
80.0,80,0.542274
88.0,88,0.702332
101.0,101,0.979947
137.0,137,1.278905
178.0,178,1.653625
84.0,84,1.863023
359.0,359,2.667678
165.0,165,3.082469
88.0,88,3.29772
128.0,128,3.604146
300.0,300,4.34481
149.0,149,4.651214
500.0,500,5.812991
500.0,500,6.989551
500.0,500,8.905711
500.0,500,10.072577
500.0,500,11.233256
500.0,500,12.413266
500.0,500,13.597346
500.0,500,14.705364
500.0,500,16.661657
500.0,500,17.813015
500.0,500,18.930906
500.0,500,20.122476
500.0,500,21.224802
500.0,500,22.400031
500.0,500,24.411738
500.0,500,25.511484
500.0,500,26.665468
500.0,500,27.865881
500.0,500,28.986274
500.0,500,30.154818
500.0,500,32.074292
