#{"t_start": 1651062324.0438669, "env_id": "CartPole-v1"}
r,l,t
10.0,10,0.021176
18.0,18,0.032236
35.0,35,0.112375
66.0,66,0.319438
24.0,24,0.332437
51.0,51,0.475771
40.0,40,0.555366
56.0,56,0.725111
141.0,141,1.030751
500.0,500,2.236117
277.0,277,2.91606
135.0,135,3.228084
72.0,72,3.382295
108.0,108,3.613934
68.0,68,3.826727
72.0,72,3.981926
141.0,141,4.286932
384.0,384,5.22306
500.0,500,6.409796
500.0,500,8.374774
500.0,500,9.586692
500.0,500,10.792166
500.0,500,11.927968
500.0,500,13.140633
500.0,500,14.336634
500.0,500,15.479931
500.0,500,17.471181
500.0,500,18.6346
500.0,500,19.838029
500.0,500,21.054377
500.0,500,22.19973
500.0,500,23.395497
500.0,500,25.376905
500.0,500,26.5225
500.0,500,27.733378
500.0,500,28.893621
500.0,500,30.095647
500.0,500,31.292104
