#{"t_start": 1651062324.0420249, "env_id": "CartPole-v1"}
r,l,t
28.0,28,0.033912
13.0,13,0.101933
45.0,45,0.182165
20.0,20,0.249862
20.0,20,0.26082
46.0,46,0.402839
66.0,66,0.553796
23.0,23,0.625838
37.0,37,0.725626
26.0,26,0.797323
50.0,50,0.881656
116.0,116,1.181677
272.0,272,1.79714
119.0,119,2.090484
157.0,157,2.462873
256.0,256,3.07453
29.0,29,3.147534
104.0,104,3.385345
115.0,115,3.679767
90.0,90,3.845047
76.0,76,4.059221
153.0,153,4.427894
500.0,500,5.598793
402.0,402,6.561483
500.0,500,8.527163
500.0,500,9.740017
500.0,500,10.945636
500.0,500,12.081083
500.0,500,13.292539
500.0,500,14.489087
500.0,500,16.398288
500.0,500,17.625131
500.0,500,18.787794
500.0,500,19.99051
500.0,500,21.206094
500.0,500,22.351263
500.0,500,23.548607
500.0,500,25.528733
500.0,500,26.678331
500.0,500,27.886583
500.0,500,29.046488
500.0,500,30.247794
500.0,500,31.444219
