#{"t_start": 1651062324.04104, "env_id": "CartPole-v1"}
r,l,t
20.0,20,0.029417
21.0,21,0.102839
27.0,27,0.173513
22.0,22,0.185363
33.0,33,0.260088
73.0,73,0.473987
63.0,63,0.625638
19.0,19,0.63698
37.0,37,0.735988
95.0,95,0.959398
322.0,322,1.722469
85.0,85,1.942309
115.0,115,2.233926
277.0,277,2.857078
143.0,143,3.230226
99.0,99,3.458256
110.0,110,3.691274
72.0,72,3.904978
117.0,117,4.141029
500.0,500,5.368378
431.0,431,6.345682
500.0,500,8.367899
500.0,500,9.579849
500.0,500,10.727755
500.0,500,11.921315
500.0,500,13.075116
500.0,500,14.271963
500.0,500,15.473316
500.0,500,17.406187
500.0,500,18.627447
500.0,500,19.831244
500.0,500,20.990599
500.0,500,22.19282
500.0,500,23.331547
500.0,500,25.312081
500.0,500,26.515819
500.0,500,27.669056
500.0,500,28.886937
500.0,500,30.088685
500.0,500,31.227591
