#{"t_start": 1651059048.509558, "env_id": "CartPole-v1"}
r,l,t
25.0,25,0.030148
16.0,16,0.100594
38.0,38,0.181184
25.0,25,0.253514
23.0,23,0.266136
123.0,123,0.562308
35.0,35,0.638517
257.0,257,1.230807
133.0,133,1.59271
128.0,128,1.888091
33.0,33,1.962768
165.0,165,2.365571
198.0,198,2.812123
500.0,500,4.001587
154.0,154,4.314298
120.0,120,4.608011
170.0,170,4.983123
134.0,134,5.350223
125.0,125,5.645374
127.0,127,5.941274
144.0,144,6.288144
148.0,148,6.660873
158.0,158,7.029966
304.0,304,8.502352
204.0,204,8.954291
203.0,203,9.477132
434.0,434,10.487925
500.0,500,11.669341
500.0,500,12.844683
500.0,500,13.974622
500.0,500,15.191585
500.0,500,17.088424
500.0,500,18.284055
500.0,500,19.515164
500.0,500,20.640351
500.0,500,21.830074
500.0,500,23.029813
500.0,500,24.931925
500.0,500,26.119561
500.0,500,27.289556
500.0,500,28.483432
500.0,500,29.688954
500.0,500,30.828854
