#{"t_start": 1651059048.504663, "env_id": "CartPole-v1"}
r,l,t
20.0,20,0.031064
21.0,21,0.105362
19.0,19,0.11601
11.0,11,0.181306
74.0,74,0.33787
42.0,42,0.41854
31.0,31,0.491917
59.0,59,0.638891
101.0,101,0.863795
123.0,123,1.156824
237.0,237,1.744049
114.0,114,1.976325
93.0,93,2.208574
129.0,129,2.523368
500.0,500,3.702613
181.0,181,4.092602
133.0,133,4.394441
134.0,134,4.752285
143.0,143,5.056831
126.0,126,5.362748
54.0,54,5.50449
117.0,117,5.739528
128.0,128,6.038126
171.0,171,6.513936
202.0,202,6.969497
203.0,203,8.216138
257.0,257,8.811679
255.0,255,9.418266
313.0,313,10.155576
500.0,500,11.374052
500.0,500,12.49458
500.0,500,13.681022
500.0,500,14.896163
500.0,500,16.792396
500.0,500,17.985406
500.0,500,19.218424
500.0,500,20.348559
500.0,500,21.535382
500.0,500,22.680213
500.0,500,24.637648
500.0,500,25.82726
500.0,500,26.986968
500.0,500,28.18606
500.0,500,29.392377
500.0,500,30.536297
500.0,500,31.710562
