#{"t_start": 1651059048.505714, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.027032
40.0,40,0.112273
22.0,22,0.183772
42.0,42,0.265325
41.0,41,0.34505
29.0,29,0.418648
67.0,67,0.569442
33.0,33,0.70149
90.0,90,0.863377
244.0,244,1.454087
247.0,247,2.041638
156.0,156,2.440081
187.0,187,2.82344
407.0,407,3.782845
178.0,178,4.232322
148.0,148,4.53964
125.0,125,4.833869
137.0,137,5.136468
145.0,145,5.507869
109.0,109,5.738589
111.0,111,6.028001
143.0,143,6.372622
186.0,186,6.821961
192.0,192,7.268627
244.0,244,8.649228
198.0,198,9.098216
235.0,235,9.6386
373.0,373,10.559348
500.0,500,11.741442
500.0,500,12.859406
500.0,500,14.046203
500.0,500,15.206298
500.0,500,17.161442
500.0,500,18.395962
500.0,500,19.529887
500.0,500,20.711191
500.0,500,21.903032
500.0,500,23.044409
500.0,500,25.002306
500.0,500,26.13508
500.0,500,27.36072
500.0,500,28.557965
500.0,500,29.703539
500.0,500,30.899199
