#{"t_start": 1651059048.510559, "env_id": "CartPole-v1"}
r,l,t
17.0,17,0.023493
23.0,23,0.098941
32.0,32,0.176154
68.0,68,0.329323
35.0,35,0.406115
32.0,32,0.480057
40.0,40,0.559529
172.0,172,0.990934
178.0,178,1.378661
133.0,133,1.678076
106.0,106,1.961835
48.0,48,2.044291
157.0,157,2.443399
500.0,500,3.620789
207.0,207,4.082859
131.0,131,4.383684
135.0,135,4.685746
137.0,137,5.043093
119.0,119,5.285961
116.0,116,5.578496
121.0,121,5.871882
151.0,151,6.278973
148.0,148,6.595406
203.0,203,7.102262
253.0,253,8.43337
202.0,202,8.940679
187.0,187,9.397971
442.0,442,10.409969
500.0,500,11.595546
500.0,500,12.769921
500.0,500,13.901275
500.0,500,15.117119
500.0,500,17.070468
500.0,500,18.205088
500.0,500,19.439638
500.0,500,20.566729
500.0,500,21.754762
500.0,500,22.954882
500.0,500,24.85616
500.0,500,26.045388
500.0,500,27.27168
500.0,500,28.409389
500.0,500,29.614881
500.0,500,30.754332
