#{"t_start": 1651059048.506712, "env_id": "CartPole-v1"}
r,l,t
19.0,19,0.028425
30.0,30,0.107877
20.0,20,0.17815
15.0,15,0.186723
22.0,22,0.257486
20.0,20,0.268332
34.0,34,0.344131
21.0,21,0.413126
19.0,19,0.479934
44.0,44,0.561633
158.0,158,0.928657
268.0,268,1.53642
114.0,114,1.823038
118.0,118,2.114651
500.0,500,3.265235
326.0,326,4.019829
148.0,148,4.385793
132.0,132,4.686224
118.0,118,4.976682
123.0,123,5.274862
121.0,121,5.573662
109.0,109,5.803266
120.0,120,6.096957
164.0,164,6.513092
161.0,161,6.889335
187.0,187,7.333845
326.0,326,8.873183
187.0,187,9.330047
248.0,248,9.863083
500.0,500,11.077217
500.0,500,12.258352
500.0,500,13.386609
500.0,500,14.601098
500.0,500,16.556111
500.0,500,17.690975
500.0,500,18.923352
500.0,500,20.053974
500.0,500,21.236144
500.0,500,22.444377
500.0,500,23.574857
500.0,500,25.534331
500.0,500,26.746623
500.0,500,27.890642
500.0,500,29.077503
500.0,500,30.221633
500.0,500,31.418006
