#{"t_start": 1651074057.9271638, "env_id": "HalfCheetah-v3"}
r,l,t
-375.47553,1000,0.336302
-309.738401,1000,0.647095
-314.030587,1000,1.001223
-277.502245,1000,1.329034
-338.028268,1000,1.66041
-335.883495,1000,1.968718
-277.957528,1000,2.277912
-180.159342,1000,2.580338
-338.069932,1000,2.890097
-165.901391,1000,3.196485
-240.197763,1000,22.110661
-168.185993,1000,40.271964
-194.180294,1000,57.887021
-158.639153,1000,75.430712
-275.439732,1000,93.015706
-225.761798,1000,110.673096
-217.40754,1000,128.267342
-274.207328,1000,145.788963
-177.098327,1000,163.350892
-141.967077,1000,180.898346
-146.43014,1000,198.446791
-188.559471,1000,216.064184
-302.021298,1000,233.597897
-195.308843,1000,251.182944
521.053534,1000,268.71588
