#{"t_start": 1650970103.598057, "env_id": "Pendulum-v1"}
r,l,t
-1379.553122,200,0.065693
-1391.187579,200,0.113756
-1070.930476,200,0.161689
-1471.519661,200,0.208859
-978.432529,200,0.256888
-878.940285,200,0.321294
-1065.459312,200,0.380762
-1306.57864,200,0.433439
-1287.648451,200,0.483194
-992.378971,200,0.532026
-1177.804086,200,0.577682
-989.824362,200,0.626785
-1816.208551,200,0.692195
-963.216612,200,0.745636
-1536.528987,200,0.791876
-875.085159,200,0.838546
-1085.839902,200,0.882869
-1276.947722,200,0.928422
-1469.704018,200,0.972249
-834.796729,200,1.049174
-1078.385772,200,1.181388
-1196.391896,200,1.233582
-1673.386609,200,1.279566
-1067.630759,200,1.327942
-856.774495,200,1.372806
-1068.460874,200,1.42002
-888.450488,200,1.465444
-1295.837207,200,1.512542
-1438.848332,200,1.568552
-1159.541618,200,1.623742
-874.222522,200,1.671507
-783.451785,200,1.714673
-1791.643927,200,1.76328
-777.185108,200,1.812058
-1588.144393,200,1.861734
-1675.307799,200,1.908957
-962.127911,200,1.95934
-982.815793,200,2.009086
-1002.902749,200,2.055698
-1588.475636,200,2.101529
-916.868942,200,2.148028
-886.477221,200,2.196035
-933.15389,200,2.244171
-1252.906827,200,2.291551
-983.741131,200,2.342023
-983.099134,200,2.388863
-968.411645,200,2.433363
-1322.417773,200,2.476695
-961.716673,200,2.533909
-1301.619808,200,2.610504
-1181.288108,200,2.699364
