#{"t_start": 1651059994.1507819, "env_id": "CartPole-v1"}
r,l,t
12.0,12,0.02915
9.0,9,0.034238
13.0,13,0.103717
43.0,43,0.183908
32.0,32,0.258393
19.0,19,0.268671
19.0,19,0.334836
13.0,13,0.342343
16.0,16,0.406499
17.0,17,0.471396
21.0,21,0.483387
30.0,30,0.557245
42.0,42,0.637387
90.0,90,0.854244
29.0,29,0.924602
44.0,44,1.059856
83.0,83,1.220615
50.0,50,1.360518
111.0,111,1.589096
76.0,76,1.796032
114.0,114,2.023581
138.0,138,2.320325
100.0,100,2.599334
198.0,198,3.086248
500.0,500,4.205587
500.0,500,5.380964
500.0,500,6.57285
500.0,500,8.536852
500.0,500,9.718456
500.0,500,10.891583
500.0,500,12.070097
500.0,500,13.244622
500.0,500,14.365718
500.0,500,16.364871
500.0,500,17.543007
500.0,500,18.715163
500.0,500,19.891425
500.0,500,21.009873
500.0,500,22.186027
500.0,500,23.397526
500.0,500,25.286732
500.0,500,26.464549
500.0,500,27.696257
500.0,500,28.819674
500.0,500,29.99579
500.0,500,31.171612
