#{"t_start": 1651059994.1545432, "env_id": "CartPole-v1"}
r,l,t
22.0,22,0.031601
25.0,25,0.107188
17.0,17,0.116394
29.0,29,0.189084
13.0,13,0.25293
27.0,27,0.323263
26.0,26,0.338038
14.0,14,0.401035
13.0,13,0.408316
23.0,23,0.476983
16.0,16,0.542922
19.0,19,0.553606
70.0,70,0.705069
55.0,55,0.84643
55.0,55,0.987239
87.0,87,1.145926
106.0,106,1.430837
51.0,51,1.514877
106.0,106,1.795144
107.0,107,2.018705
138.0,138,2.315492
283.0,283,3.016181
486.0,486,4.125127
500.0,500,5.304473
500.0,500,6.476992
500.0,500,8.455697
500.0,500,9.64148
500.0,500,10.814774
500.0,500,11.993515
500.0,500,13.16711
500.0,500,14.287869
500.0,500,16.288003
500.0,500,17.464938
500.0,500,18.638258
500.0,500,19.815095
500.0,500,20.93408
500.0,500,22.109744
500.0,500,23.320768
500.0,500,25.209834
500.0,500,26.387627
500.0,500,27.616566
500.0,500,28.740114
500.0,500,29.919551
500.0,500,31.09344
