#{"t_start": 1651059994.1527, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.028933
15.0,15,0.038331
25.0,25,0.113368
13.0,13,0.176905
39.0,39,0.255362
17.0,17,0.264599
15.0,15,0.328493
15.0,15,0.337055
20.0,20,0.403471
11.0,11,0.409508
19.0,19,0.475806
18.0,18,0.485976
25.0,25,0.557099
16.0,16,0.622853
55.0,55,0.709076
61.0,61,0.854094
52.0,52,0.993049
76.0,76,1.145338
53.0,53,1.290366
50.0,50,1.428712
109.0,109,1.657614
135.0,135,1.950865
160.0,160,2.31458
154.0,154,2.685732
158.0,158,3.088146
500.0,500,4.264159
500.0,500,5.38302
500.0,500,6.5774
500.0,500,8.538956
500.0,500,9.720624
500.0,500,10.950508
500.0,500,12.072326
500.0,500,13.246815
500.0,500,14.42455
500.0,500,16.366981
500.0,500,17.545218
500.0,500,18.717216
500.0,500,19.893754
500.0,500,21.068336
500.0,500,22.188133
500.0,500,23.399686
500.0,500,25.344815
500.0,500,26.466583
500.0,500,27.698303
500.0,500,28.82178
500.0,500,29.997922
500.0,500,31.230321
