#{"t_start": 1651059994.155464, "env_id": "CartPole-v1"}
r,l,t
24.0,24,0.032208
27.0,27,0.108484
22.0,22,0.17706
25.0,25,0.247443
34.0,34,0.32171
21.0,21,0.333724
15.0,15,0.397174
18.0,18,0.407466
16.0,16,0.471791
23.0,23,0.542116
29.0,29,0.558381
121.0,121,0.849015
33.0,33,0.92175
17.0,17,0.986984
102.0,102,1.213301
40.0,40,1.291429
59.0,59,1.434818
48.0,48,1.574106
143.0,143,1.873033
84.0,84,2.084533
137.0,137,2.380868
144.0,144,2.6908
154.0,154,3.090715
445.0,445,4.120417
500.0,500,5.299608
500.0,500,6.414903
500.0,500,8.450779
500.0,500,9.63641
500.0,500,10.809891
500.0,500,11.988543
500.0,500,13.162118
500.0,500,14.282989
500.0,500,16.283167
500.0,500,17.402623
500.0,500,18.63343
500.0,500,19.810142
500.0,500,20.929207
500.0,500,22.104765
500.0,500,23.31578
500.0,500,25.204922
500.0,500,26.382761
500.0,500,27.555135
500.0,500,28.735252
500.0,500,29.914694
500.0,500,31.088224
