#{"t_start": 1651076234.365985, "env_id": "HalfCheetah-v3"}
r,l,t
-369.85097,1000,0.338978
-386.314999,1000,0.684211
-246.210641,1000,0.991411
-444.38931,1000,1.305772
-235.774161,1000,1.625919
-238.583711,1000,1.934958
-185.13486,1000,2.244034
-230.133437,1000,2.556828
-314.268099,1000,2.880628
-207.622118,1000,3.206928
-335.523672,1000,21.465612
-150.256921,1000,39.174045
-257.416525,1000,56.949959
-246.063132,1000,74.687458
-222.486537,1000,92.504632
-275.968661,1000,110.230724
-251.526187,1000,128.028782
-236.144911,1000,145.745306
-209.775228,1000,163.46769
-118.61929,1000,181.171835
-108.032797,1000,198.853116
-117.190161,1000,216.622787
-337.548034,1000,234.342054
-49.938508,1000,252.209228
151.140799,1000,269.943337
