#{"t_start": 1650885653.3253171, "env_id": "CartPole-v1"}
r,l,t
23.0,23,0.840277
13.0,13,0.909637
20.0,20,0.920044
24.0,24,0.989736
19.0,19,1.058377
12.0,12,1.065262
29.0,29,1.137113
15.0,15,1.146006
22.0,22,1.217781
42.0,42,1.310377
86.0,86,1.531608
131.0,131,1.836225
92.0,92,2.070827
74.0,74,2.226158
109.0,109,2.52832
120.0,120,2.764361
117.0,117,3.057485
149.0,149,3.441343
133.0,133,3.740833
253.0,253,4.335991
182.0,182,4.786869
196.0,196,5.238942
500.0,500,6.393995
500.0,500,7.605039
