#{"t_start": 1650885653.312505, "env_id": "CartPole-v1"}
r,l,t
24.0,24,0.853605
21.0,21,0.927049
18.0,18,0.936444
70.0,70,1.145879
24.0,24,1.160029
16.0,16,1.228189
12.0,12,1.235271
33.0,33,1.3225
109.0,109,1.614852
39.0,39,1.695161
22.0,22,1.764461
30.0,30,1.839011
32.0,32,1.920899
13.0,13,1.928317
94.0,94,2.156968
100.0,100,2.395495
81.0,81,2.612953
55.0,55,2.700624
30.0,30,2.772909
125.0,125,3.070219
129.0,129,3.386383
120.0,120,3.678443
402.0,402,4.592508
157.0,157,4.964725
500.0,500,6.165883
500.0,500,7.386327
