#{"t_start": 1650885653.245035, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.91628
17.0,17,0.925215
18.0,18,0.997198
17.0,17,1.062417
22.0,22,1.075073
12.0,12,1.13983
12.0,12,1.146603
16.0,16,1.210888
14.0,14,1.219143
20.0,20,1.289569
20.0,20,1.301379
20.0,20,1.381412
56.0,56,1.528518
40.0,40,1.608364
32.0,32,1.684657
29.0,29,1.759261
26.0,26,1.830682
37.0,37,1.909229
49.0,49,2.000826
74.0,74,2.218206
89.0,89,2.389431
142.0,142,2.759042
30.0,30,2.831293
131.0,131,3.131973
127.0,127,3.447028
133.0,133,3.746498
250.0,250,4.339329
183.0,183,4.73483
164.0,164,5.168036
500.0,500,6.311351
500.0,500,7.533737
