#{"t_start": 1650885653.286695, "env_id": "CartPole-v1"}
r,l,t
11.0,11,0.872474
16.0,16,0.880854
27.0,27,0.957602
16.0,16,1.022601
13.0,13,1.029992
13.0,13,1.037411
30.0,30,1.11244
22.0,22,1.180564
21.0,21,1.251644
15.0,15,1.260388
35.0,35,1.348899
59.0,59,1.49775
28.0,28,1.5708
95.0,95,1.797458
54.0,54,1.949567
78.0,78,2.112397
50.0,50,2.254056
118.0,118,2.50409
119.0,119,2.796917
43.0,43,2.877608
195.0,195,3.401513
121.0,121,3.638408
221.0,221,4.156819
146.0,146,4.533028
179.0,179,4.915893
484.0,484,6.108899
500.0,500,7.253589
