#{"t_start": 1650885653.299504, "env_id": "CartPole-v1"}
r,l,t
48.0,48,0.941703
14.0,14,0.948884
12.0,12,1.012134
68.0,68,1.16411
14.0,14,1.172372
12.0,12,1.238224
17.0,17,1.248206
13.0,13,1.324248
30.0,30,1.399513
53.0,53,1.486747
38.0,38,1.565192
18.0,18,1.633682
75.0,75,1.790729
77.0,77,2.018037
83.0,83,2.178237
63.0,63,2.335142
109.0,109,2.629297
126.0,126,2.926005
135.0,135,3.231221
99.0,99,3.471093
150.0,150,3.836849
210.0,210,4.293823
166.0,166,4.679788
266.0,266,5.342597
500.0,500,6.496271
500.0,500,7.708666
