#{"t_start": 1650885653.273386, "env_id": "CartPole-v1"}
r,l,t
36.0,36,0.961432
35.0,35,1.036526
15.0,15,1.045049
27.0,27,1.118336
10.0,10,1.12402
13.0,13,1.186655
14.0,14,1.195101
23.0,23,1.267209
20.0,20,1.347508
30.0,30,1.364486
31.0,31,1.439953
50.0,50,1.582853
71.0,71,1.739135
15.0,15,1.804698
78.0,78,1.970255
17.0,17,2.041808
100.0,100,2.268536
93.0,93,2.504606
104.0,104,2.733547
43.0,43,2.813141
100.0,100,3.038742
164.0,164,3.48873
130.0,130,3.786584
233.0,233,4.313298
171.0,171,4.70188
203.0,203,5.214293
500.0,500,6.363754
500.0,500,7.579695
