#{"t_start": 1650885653.259438, "env_id": "CartPole-v1"}
r,l,t
28.0,28,0.908896
29.0,29,0.986401
21.0,21,1.054387
14.0,14,1.062467
17.0,17,1.129908
15.0,15,1.138558
20.0,20,1.205398
13.0,13,1.212991
10.0,10,1.277592
39.0,39,1.368919
36.0,36,1.447256
85.0,85,1.667767
77.0,77,1.826399
91.0,91,2.061412
24.0,24,2.131592
83.0,83,2.291886
87.0,87,2.5248
98.0,98,2.750288
112.0,112,3.03852
144.0,144,3.361549
112.0,112,3.65265
125.0,125,3.890958
260.0,260,4.550747
169.0,169,4.93433
193.0,193,5.386203
500.0,500,6.596281
500.0,500,7.752207
