#{"t_start": 1651059802.132203, "env_id": "CartPole-v1"}
r,l,t
25.0,25,0.031593
19.0,19,0.10242
11.0,11,0.108546
14.0,14,0.172316
36.0,36,0.247506
28.0,28,0.317212
22.0,22,0.329294
36.0,36,0.404279
34.0,34,0.53805
48.0,48,0.631751
64.0,64,0.778907
21.0,21,0.846567
105.0,105,1.069141
35.0,35,1.144863
71.0,71,1.297443
135.0,135,1.603408
181.0,181,2.05179
99.0,99,2.273195
140.0,140,2.629386
325.0,325,3.357596
468.0,468,4.403192
423.0,423,5.414508
381.0,381,6.323426
500.0,500,8.239914
500.0,500,9.410963
500.0,500,10.54819
500.0,500,11.735887
500.0,500,12.910177
500.0,500,14.054451
500.0,500,15.238774
500.0,500,17.173748
500.0,500,18.316525
500.0,500,19.501187
500.0,500,20.622654
500.0,500,21.817154
500.0,500,23.004846
500.0,500,24.876212
500.0,500,26.083068
500.0,500,27.287696
500.0,500,28.416185
500.0,500,29.606883
500.0,500,30.738173
