#{"t_start": 1651059802.128323, "env_id": "CartPole-v1"}
r,l,t
13.0,13,0.027807
22.0,22,0.100994
11.0,11,0.107403
45.0,45,0.188006
15.0,15,0.251978
16.0,16,0.260812
26.0,26,0.329426
34.0,34,0.403274
27.0,27,0.473547
21.0,21,0.544764
22.0,22,0.556737
42.0,42,0.703827
57.0,57,0.790448
64.0,64,0.936474
80.0,80,1.147038
40.0,40,1.226613
139.0,139,1.584321
196.0,196,2.047302
156.0,156,2.411432
128.0,128,2.705587
273.0,273,3.292764
284.0,284,3.964373
231.0,231,4.476077
485.0,485,5.577098
392.0,392,6.549414
500.0,500,8.464182
500.0,500,9.661716
500.0,500,10.785643
500.0,500,11.961162
500.0,500,13.137996
500.0,500,14.281458
500.0,500,16.226647
500.0,500,17.399697
500.0,500,18.542815
500.0,500,19.728132
500.0,500,20.849722
500.0,500,22.045765
500.0,500,23.232323
500.0,500,25.10232
500.0,500,26.312276
500.0,500,27.510609
500.0,500,28.643835
500.0,500,29.83582
500.0,500,30.963761
