#{"t_start": 1651059802.130274, "env_id": "CartPole-v1"}
r,l,t
40.0,40,0.102128
28.0,28,0.173584
25.0,25,0.187195
23.0,23,0.255685
60.0,60,0.397945
18.0,18,0.463448
19.0,19,0.473855
37.0,37,0.553653
102.0,102,0.789206
112.0,112,1.071655
80.0,80,1.230339
144.0,144,1.59066
181.0,181,2.044674
124.0,124,2.335005
123.0,123,2.571829
222.0,222,3.077458
500.0,500,4.25182
500.0,500,5.415081
455.0,455,6.476187
500.0,500,8.392316
500.0,500,9.566557
500.0,500,10.769766
500.0,500,11.887961
500.0,500,13.06557
500.0,500,14.265549
500.0,500,16.155091
500.0,500,17.328016
500.0,500,18.469959
500.0,500,19.655722
500.0,500,20.833876
500.0,500,21.972658
500.0,500,23.159858
500.0,500,25.086272
500.0,500,26.240056
500.0,500,27.440851
500.0,500,28.571631
500.0,500,29.763775
500.0,500,30.947676
