#{"t_start": 1651059802.1273851, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.029942
75.0,75,0.188324
18.0,18,0.254049
17.0,17,0.263425
36.0,36,0.392535
42.0,42,0.471164
34.0,34,0.549458
20.0,20,0.627878
54.0,54,0.713748
33.0,33,0.787471
26.0,26,0.857959
33.0,33,0.930968
82.0,82,1.142542
137.0,137,1.440488
243.0,243,2.045123
140.0,140,2.344252
251.0,251,2.925929
500.0,500,4.044773
500.0,500,5.207077
500.0,500,6.403619
500.0,500,8.32006
500.0,500,9.490021
500.0,500,10.629123
500.0,500,11.81449
500.0,500,12.991025
500.0,500,14.134557
500.0,500,16.082246
500.0,500,17.254366
500.0,500,18.396312
500.0,500,19.582408
500.0,500,20.703834
500.0,500,21.897778
500.0,500,23.085638
500.0,500,24.957197
500.0,500,26.166447
500.0,500,27.367216
500.0,500,28.497014
500.0,500,29.69054
500.0,500,30.817903
