#{"t_start": 1651059802.129249, "env_id": "CartPole-v1"}
r,l,t
19.0,19,0.030274
19.0,19,0.101855
18.0,18,0.112066
52.0,52,0.252274
33.0,33,0.324696
40.0,40,0.401754
21.0,21,0.468724
128.0,128,0.778073
30.0,30,0.850643
27.0,27,0.920519
33.0,33,0.993915
120.0,120,1.228956
102.0,102,1.505135
192.0,192,1.971086
143.0,143,2.272374
128.0,128,2.567022
275.0,275,3.211021
312.0,312,3.896457
309.0,309,4.618417
500.0,500,5.811378
456.0,456,6.84768
500.0,500,8.819179
500.0,500,9.959496
500.0,500,11.140436
500.0,500,12.25924
500.0,500,13.439502
500.0,500,14.648372
500.0,500,16.526261
500.0,500,17.722616
500.0,500,18.911444
500.0,500,20.028667
500.0,500,21.204433
500.0,500,22.345694
500.0,500,24.285765
500.0,500,25.458469
500.0,500,26.628282
500.0,500,27.825831
500.0,500,29.001784
500.0,500,30.136012
500.0,500,31.318501
