#{"t_start": 1650885719.005823, "env_id": "CartPole-v1"}
r,l,t
23.0,23,0.945501
58.0,58,1.095572
46.0,46,1.178823
43.0,43,1.315724
40.0,40,1.394463
33.0,33,1.470588
67.0,67,1.621408
61.0,61,1.768057
35.0,35,1.843834
106.0,106,2.079613
102.0,102,2.366172
148.0,148,2.687048
122.0,122,2.983487
90.0,90,3.204649
133.0,133,3.50626
182.0,182,3.951363
131.0,131,4.271284
307.0,307,5.006259
161.0,161,5.382041
146.0,146,5.749806
136.0,136,6.058726
223.0,223,6.579409
500.0,500,7.786103
500.0,500,10.269
500.0,500,11.456483
500.0,500,12.703654
500.0,500,13.857794
500.0,500,15.075603
500.0,500,16.271939
500.0,500,18.190324
500.0,500,19.386274
500.0,500,20.626182
500.0,500,21.827741
500.0,500,23.08185
500.0,500,24.246968
500.0,500,26.374858
500.0,500,27.591683
500.0,500,28.807962
500.0,500,30.071891
500.0,500,31.312301
500.0,500,32.492712
500.0,500,33.766587
