#{"t_start": 1650885719.074234, "env_id": "CartPole-v1"}
r,l,t
26.0,26,0.878687
18.0,18,0.9498
16.0,16,0.958536
34.0,34,1.034801
49.0,49,1.176285
33.0,33,1.250888
29.0,29,1.323288
48.0,48,1.407718
36.0,36,1.54129
264.0,264,2.150359
109.0,109,2.381101
144.0,144,2.757117
122.0,122,2.997778
42.0,42,3.134089
130.0,130,3.434043
141.0,141,3.741804
223.0,223,4.289429
183.0,183,4.777541
172.0,172,5.157764
150.0,150,5.528575
137.0,137,5.835351
140.0,140,6.202081
500.0,500,7.340652
500.0,500,9.817119
500.0,500,11.075512
500.0,500,12.250819
500.0,500,13.46687
500.0,500,14.629533
500.0,500,15.836034
500.0,500,17.044986
500.0,500,18.946981
500.0,500,20.161659
500.0,500,21.429768
500.0,500,22.626465
500.0,500,23.860938
500.0,500,25.061255
500.0,500,27.146904
500.0,500,28.38623
500.0,500,29.593842
500.0,500,30.846396
500.0,500,32.110505
500.0,500,33.295792
