#{"t_start": 1650885719.032706, "env_id": "CartPole-v1"}
r,l,t
17.0,17,0.915274
30.0,30,0.99304
41.0,41,1.072854
52.0,52,1.215998
40.0,40,1.294699
21.0,21,1.362442
101.0,101,1.590117
64.0,64,1.738508
86.0,86,1.956474
126.0,126,2.263592
130.0,130,2.56467
104.0,104,2.802734
124.0,124,3.101498
121.0,121,3.394543
118.0,118,3.634729
141.0,141,4.002571
217.0,217,4.488062
138.0,138,4.890435
138.0,138,5.193712
132.0,132,5.500203
142.0,142,5.86431
206.0,206,6.322247
500.0,500,7.521625
500.0,500,9.944054
500.0,500,11.197224
500.0,500,12.427994
500.0,500,13.590019
500.0,500,14.813226
500.0,500,15.958019
500.0,500,17.934564
500.0,500,19.128328
500.0,500,20.283699
500.0,500,21.552981
500.0,500,22.812692
500.0,500,23.988383
500.0,500,25.250072
500.0,500,27.272449
500.0,500,28.509375
500.0,500,29.79088
500.0,500,30.980096
500.0,500,32.233344
500.0,500,33.482345
