#{"t_start": 1650885719.019757, "env_id": "CartPole-v1"}
r,l,t
21.0,21,0.930564
36.0,36,1.011415
29.0,29,1.084624
29.0,29,1.158225
15.0,15,1.22326
26.0,26,1.237857
34.0,34,1.313278
57.0,57,1.458921
22.0,22,1.527411
94.0,94,1.749772
30.0,30,1.822869
50.0,50,1.909845
42.0,42,2.051122
103.0,103,2.28203
160.0,160,2.665393
168.0,168,3.045704
137.0,137,3.349259
109.0,109,3.640346
144.0,144,3.947531
275.0,275,4.657992
154.0,154,5.052061
144.0,144,5.363096
138.0,138,5.726628
139.0,139,6.037008
200.0,200,6.485828
500.0,500,7.686894
500.0,500,10.112464
500.0,500,11.365101
500.0,500,12.612489
500.0,500,13.765668
500.0,500,14.983548
500.0,500,16.122715
500.0,500,18.098892
500.0,500,19.294993
500.0,500,20.451177
500.0,500,21.734574
500.0,500,22.985958
500.0,500,24.15363
500.0,500,25.416578
500.0,500,27.44116
500.0,500,28.704954
500.0,500,29.970482
500.0,500,31.152013
500.0,500,32.399106
500.0,500,33.671724
