#{"t_start": 1650885719.048038, "env_id": "CartPole-v1"}
r,l,t
17.0,17,0.900027
27.0,27,0.975911
136.0,136,1.279439
30.0,30,1.35235
81.0,81,1.56877
69.0,69,1.719829
56.0,56,1.809883
121.0,121,2.111184
133.0,133,2.411882
134.0,134,2.782092
148.0,148,3.094824
98.0,98,3.319242
133.0,133,3.623886
157.0,157,4.000472
150.0,150,4.38751
307.0,307,5.171925
127.0,127,5.474711
143.0,143,5.782657
153.0,153,6.157391
500.0,500,7.296215
500.0,500,9.767758
500.0,500,11.030634
500.0,500,12.204677
500.0,500,13.419773
500.0,500,14.640798
500.0,500,15.789866
500.0,500,17.000242
500.0,500,18.9025
500.0,500,20.114623
500.0,500,21.383352
500.0,500,22.576849
500.0,500,23.814694
500.0,500,25.072902
500.0,500,27.099061
500.0,500,28.337117
500.0,500,29.533126
500.0,500,30.790412
500.0,500,32.063913
500.0,500,33.246894
