#{"t_start": 1651079370.196575, "env_id": "CartPole-v1"}
r,l,t
26.0,26,0.033779
56.0,56,0.180725
26.0,26,0.250867
26.0,26,0.32135
79.0,79,0.475654
30.0,30,0.550236
29.0,29,0.621494
81.0,81,0.832923
139.0,139,1.132307
160.0,160,1.513371
287.0,287,2.180563
172.0,172,2.563456
178.0,178,3.034103
144.0,144,3.33895
189.0,189,3.784405
308.0,308,4.532158
113.0,113,4.764784
143.0,143,5.125501
129.0,129,5.423199
160.0,160,5.795791
133.0,133,6.095242
304.0,304,6.844967
500.0,500,8.775989
500.0,500,9.966591
500.0,500,11.129875
500.0,500,12.32005
500.0,500,13.503767
500.0,500,14.664186
500.0,500,16.631383
500.0,500,17.761481
500.0,500,19.00411
500.0,500,20.207535
500.0,500,21.334639
500.0,500,22.511852
500.0,500,24.52906
500.0,500,25.662155
500.0,500,26.892291
500.0,500,28.042597
500.0,500,29.259737
500.0,500,30.456212
500.0,500,31.622733
