#{"t_start": 1651079370.192794, "env_id": "CartPole-v1"}
r,l,t
14.0,14,0.031203
14.0,14,0.038623
24.0,24,0.111749
25.0,25,0.18185
12.0,12,0.188083
57.0,57,0.33128
40.0,40,0.408741
28.0,28,0.480012
73.0,73,0.632933
80.0,80,0.843876
117.0,117,1.131649
255.0,255,1.737648
248.0,248,2.267225
209.0,209,2.817378
184.0,184,3.256624
186.0,186,3.644485
202.0,202,4.152033
286.0,286,4.831934
179.0,179,5.211425
127.0,127,5.50825
160.0,160,5.88104
171.0,171,6.321537
265.0,265,6.989821
500.0,500,8.861114
500.0,500,10.052144
500.0,500,11.272159
500.0,500,12.404825
500.0,500,13.59046
500.0,500,14.820918
500.0,500,16.718976
500.0,500,17.903746
500.0,500,19.089652
500.0,500,20.291193
500.0,500,21.475614
500.0,500,22.603808
500.0,500,24.61845
500.0,500,25.804538
500.0,500,26.977302
500.0,500,28.185012
500.0,500,29.355348
500.0,500,30.541225
500.0,500,31.76671
