#{"t_start": 1651079370.199422, "env_id": "CartPole-v1"}
r,l,t
11.0,11,0.022445
14.0,14,0.030423
11.0,11,0.097105
24.0,24,0.109132
52.0,52,0.250081
20.0,20,0.317453
31.0,31,0.39007
20.0,20,0.400481
72.0,72,0.553566
71.0,71,0.760515
70.0,70,0.908824
148.0,148,1.212421
108.0,108,1.510638
196.0,196,1.95933
198.0,198,2.407924
385.0,385,3.335005
310.0,310,4.074586
214.0,214,4.600114
156.0,156,4.912065
143.0,143,5.273055
188.0,188,5.718093
172.0,172,6.095804
441.0,441,7.209226
500.0,500,9.138985
500.0,500,10.270243
500.0,500,11.492032
500.0,500,12.62367
500.0,500,13.811489
500.0,500,15.042595
500.0,500,16.937502
500.0,500,18.121415
500.0,500,19.367098
500.0,500,20.510803
500.0,500,21.694748
500.0,500,22.861745
500.0,500,24.839915
500.0,500,26.02217
500.0,500,27.196889
500.0,500,28.40466
500.0,500,29.635413
500.0,500,30.8005
