#{"t_start": 1651079370.1956549, "env_id": "CartPole-v1"}
r,l,t
36.0,36,0.100756
30.0,30,0.173292
21.0,21,0.184217
36.0,36,0.259255
16.0,16,0.324857
12.0,12,0.330941
21.0,21,0.398537
56.0,56,0.543454
97.0,97,0.763657
125.0,125,1.054045
117.0,117,1.294821
202.0,202,1.807129
207.0,207,2.258417
195.0,195,2.744033
174.0,174,3.178791
155.0,155,3.4894
180.0,180,3.931082
194.0,194,4.387298
125.0,125,4.684736
227.0,227,5.204816
118.0,118,5.496478
156.0,156,5.867215
153.0,153,6.177803
221.0,221,6.766658
320.0,320,8.252144
500.0,500,9.445212
500.0,500,10.664886
500.0,500,11.806952
500.0,500,12.98743
500.0,500,14.120496
500.0,500,15.348114
500.0,500,17.300729
500.0,500,18.441705
500.0,500,19.678716
500.0,500,20.875555
500.0,500,21.999814
500.0,500,23.230111
500.0,500,25.148637
500.0,500,26.328426
500.0,500,27.580981
500.0,500,28.739924
500.0,500,29.942659
500.0,500,31.165328
