#{"t_start": 1651079370.19848, "env_id": "CartPole-v1"}
r,l,t
17.0,17,0.027381
21.0,21,0.099089
24.0,24,0.111077
32.0,32,0.185023
30.0,30,0.257079
56.0,56,0.39988
39.0,39,0.477009
27.0,27,0.549939
37.0,37,0.625298
88.0,88,0.840377
100.0,100,1.062449
95.0,95,1.291158
227.0,227,1.817319
203.0,203,2.324046
199.0,199,2.811112
230.0,230,3.332623
300.0,300,4.010715
152.0,152,4.386285
138.0,138,4.690573
206.0,206,5.199079
147.0,147,5.506986
146.0,146,5.872138
184.0,184,6.320047
430.0,430,8.097506
500.0,500,9.292571
500.0,500,10.423569
500.0,500,11.650382
500.0,500,12.83658
500.0,500,13.967325
500.0,500,15.195992
500.0,500,17.148533
500.0,500,18.278139
500.0,500,19.524191
500.0,500,20.66669
500.0,500,21.847991
500.0,500,23.076892
500.0,500,24.996211
500.0,500,26.175919
500.0,500,27.42329
500.0,500,28.580423
500.0,500,29.790239
500.0,500,30.954957
