#{"t_start": 1651079370.197535, "env_id": "CartPole-v1"}
r,l,t
22.0,22,0.030765
12.0,12,0.097563
15.0,15,0.105469
27.0,27,0.176595
48.0,48,0.25796
30.0,30,0.330642
13.0,13,0.394058
77.0,77,0.549848
154.0,154,0.911834
90.0,90,1.129096
209.0,209,1.595432
258.0,258,2.188253
416.0,416,3.190842
165.0,165,3.564552
458.0,458,4.679929
174.0,174,5.057947
141.0,141,5.41886
173.0,173,5.798842
184.0,184,6.240571
375.0,375,7.203336
500.0,500,9.0769
500.0,500,10.264293
500.0,500,11.428504
500.0,500,12.617895
500.0,500,13.805667
500.0,500,14.979709
500.0,500,16.931733
500.0,500,18.115004
500.0,500,19.303978
500.0,500,20.504859
500.0,500,21.631466
500.0,500,22.855923
500.0,500,24.834065
500.0,500,25.959585
500.0,500,27.191036
500.0,500,28.398646
500.0,500,29.572006
500.0,500,30.794321
