#{"t_start": 1651079370.194721, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.029969
12.0,12,0.036159
33.0,33,0.113723
29.0,29,0.18624
18.0,18,0.252092
21.0,21,0.262761
27.0,27,0.333979
34.0,34,0.408393
94.0,94,0.628961
15.0,15,0.694111
25.0,25,0.763493
81.0,81,0.917792
147.0,147,1.286388
199.0,199,1.742057
317.0,317,2.481642
306.0,306,3.194777
167.0,167,3.627218
151.0,151,3.938083
184.0,184,4.388851
133.0,133,4.690485
177.0,177,5.126679
126.0,126,5.422822
139.0,139,5.727235
255.0,255,6.329573
242.0,242,6.982884
500.0,500,8.854194
500.0,500,10.045201
500.0,500,11.208075
500.0,500,12.397831
500.0,500,13.583451
500.0,500,14.75666
500.0,500,16.71202
500.0,500,17.896694
500.0,500,19.082579
500.0,500,20.284222
500.0,500,21.411289
500.0,500,22.59669
500.0,500,24.611509
500.0,500,25.740439
500.0,500,26.970356
500.0,500,28.177881
500.0,500,29.348363
500.0,500,30.534226
500.0,500,31.703138
