#{"t_start": 1651077982.18441, "env_id": "HalfCheetah-v3"}
r,l,t
-527.392265,1000,0.404065
-212.732257,1000,0.940681
-347.407626,1000,1.457673
-308.219203,1000,1.843117
-349.923574,1000,2.218831
-195.302865,1000,2.685056
-244.065714,1000,3.052485
-238.451326,1000,3.513783
-422.324821,1000,3.931096
-324.134374,1000,4.311337
-142.451932,1000,22.471996
-308.990873,1000,40.952234
-209.379847,1000,58.659418
-178.434881,1000,76.276475
-276.144436,1000,93.941672
-216.631185,1000,111.667896
-207.129185,1000,129.281502
-261.588683,1000,146.973043
-190.741735,1000,164.615231
-167.389883,1000,182.30692
-194.770072,1000,199.97948
-162.959159,1000,217.592822
-188.909108,1000,235.262563
-191.129277,1000,252.900345
-202.536213,1000,270.54386
