#{"t_start": 1650885190.384428, "env_id": "CartPole-v1"}
r,l,t
35.0,35,1.463006
16.0,16,1.471361
24.0,24,1.540549
26.0,26,1.612168
24.0,24,1.624771
19.0,19,1.691776
22.0,22,1.761104
13.0,13,1.768449
13.0,13,1.775393
13.0,13,1.840752
12.0,12,1.847074
14.0,14,1.912388
22.0,22,1.924126
21.0,21,1.993661
20.0,20,2.061378
65.0,65,2.217926
91.0,91,2.441224
47.0,47,2.52583
63.0,63,2.673329
106.0,106,2.903425
98.0,98,3.129144
124.0,124,3.427686
111.0,111,3.717199
104.0,104,3.946803
73.0,73,4.100359
123.0,123,4.450716
116.0,116,4.746111
107.0,107,4.977495
54.0,54,5.120734
144.0,144,5.431754
157.0,157,5.809172
