#{"t_start": 1650885190.39693, "env_id": "CartPole-v1"}
r,l,t
20.0,20,1.382047
31.0,31,1.45892
99.0,99,1.682492
14.0,14,1.747526
11.0,11,1.753671
10.0,10,1.759174
11.0,11,1.823315
13.0,13,1.830446
15.0,15,1.838116
15.0,15,1.904283
31.0,31,1.978762
16.0,16,1.987319
33.0,33,2.066448
98.0,98,2.352317
87.0,87,2.517276
31.0,31,2.590693
32.0,32,2.66484
123.0,123,2.961775
118.0,118,3.257603
128.0,128,3.555485
43.0,43,3.637159
108.0,108,3.867776
145.0,145,4.287034
102.0,102,4.515646
98.0,98,4.74307
117.0,117,5.036189
135.0,135,5.342953
125.0,125,5.644373
