#{"t_start": 1650885190.343251, "env_id": "CartPole-v1"}
r,l,t
17.0,17,1.433864
29.0,29,1.50999
21.0,21,1.577333
20.0,20,1.588093
32.0,32,1.662855
11.0,11,1.725449
10.0,10,1.730839
14.0,14,1.7384
18.0,18,1.805624
14.0,14,1.813356
15.0,15,1.879649
14.0,14,1.887054
13.0,13,1.95191
24.0,24,1.964613
32.0,32,2.039905
41.0,41,2.18235
27.0,27,2.197129
30.0,30,2.271858
35.0,35,2.405854
48.0,48,2.490581
16.0,16,2.557975
98.0,98,2.783035
97.0,97,3.007639
103.0,103,3.237012
89.0,89,3.457807
144.0,144,3.765776
112.0,112,4.056556
135.0,135,4.413077
102.0,102,4.641715
36.0,36,4.718986
93.0,93,4.94271
93.0,93,5.165805
100.0,100,5.395937
143.0,143,5.765644
