#{"t_start": 1650885190.3293178, "env_id": "CartPole-v1"}
r,l,t
37.0,37,1.519116
40.0,40,1.59678
36.0,36,1.673657
18.0,18,1.740063
16.0,16,1.748481
10.0,10,1.753975
10.0,10,1.816725
9.0,9,1.821782
11.0,11,1.827865
15.0,15,1.894188
18.0,18,1.903697
14.0,14,1.969147
20.0,20,1.979731
13.0,13,2.044778
24.0,24,2.114448
71.0,71,2.2747
22.0,22,2.286935
85.0,85,2.506727
133.0,133,2.809619
96.0,96,3.033823
91.0,91,3.256452
113.0,113,3.547314
107.0,107,3.77798
120.0,120,4.073233
47.0,47,4.155316
118.0,118,4.503025
108.0,108,4.735596
95.0,95,4.960461
106.0,106,5.248618
98.0,98,5.476444
153.0,153,5.794563
