#{"t_start": 1650885190.41024, "env_id": "CartPole-v1"}
r,l,t
19.0,19,1.368206
13.0,13,1.374483
51.0,51,1.519071
24.0,24,1.589638
14.0,14,1.597009
16.0,16,1.662353
15.0,15,1.670416
11.0,11,1.733564
18.0,18,1.743742
11.0,11,1.749654
11.0,11,1.813925
14.0,14,1.821335
9.0,9,1.883878
15.0,15,1.892121
22.0,22,1.961749
14.0,14,1.969399
9.0,9,1.974069
119.0,119,2.274237
47.0,47,2.416702
46.0,46,2.500698
94.0,94,2.723194
154.0,154,3.093385
115.0,115,3.330577
131.0,131,3.630628
22.0,22,3.700084
117.0,117,3.993553
125.0,125,4.34444
109.0,109,4.577045
39.0,39,4.65587
96.0,96,4.88137
30.0,30,4.956173
112.0,112,5.249273
116.0,116,5.485286
