#{"t_start": 1650885190.357568, "env_id": "CartPole-v1"}
r,l,t
13.0,13,1.417076
20.0,20,1.48871
20.0,20,1.499283
33.0,33,1.573231
17.0,17,1.640112
16.0,16,1.648601
12.0,12,1.711901
25.0,25,1.725154
8.0,8,1.786791
26.0,26,1.801181
11.0,11,1.865399
15.0,15,1.873305
23.0,23,1.943555
13.0,13,1.950359
19.0,19,2.018788
39.0,39,2.10011
57.0,57,2.24924
34.0,34,2.324631
70.0,70,2.47965
56.0,56,2.625564
38.0,38,2.703004
137.0,137,3.00782
202.0,202,3.520291
89.0,89,3.740647
44.0,44,3.823264
112.0,112,4.05585
114.0,114,4.401009
112.0,112,4.635223
51.0,51,4.779056
97.0,97,5.004957
91.0,91,5.226593
107.0,107,5.45921
128.0,128,5.76361
