#{"t_start": 1650885190.423058, "env_id": "CartPole-v1"}
r,l,t
42.0,42,1.428032
55.0,55,1.571425
16.0,16,1.580066
17.0,17,1.645845
11.0,11,1.65166
15.0,15,1.659775
13.0,13,1.724214
9.0,9,1.729288
14.0,14,1.736886
15.0,15,1.803196
30.0,30,1.87706
15.0,15,1.884972
21.0,21,1.954513
19.0,19,2.021413
45.0,45,2.109297
203.0,203,2.567383
179.0,179,3.007814
84.0,84,3.228623
40.0,40,3.307883
128.0,128,3.606648
53.0,53,3.692696
182.0,182,4.136263
116.0,116,4.482982
29.0,29,4.556576
26.0,26,4.628319
33.0,33,4.704644
98.0,98,4.930985
109.0,109,5.16293
128.0,128,5.465394
