#{"t_start": 1650971298.0994968, "env_id": "HalfCheetah-v3"}
r,l,t
-278.210078,1000,0.35552
-268.973952,1000,0.664965
-304.862551,1000,0.971499
-362.474376,1000,1.285835
-237.07222,1000,1.600794
-274.172373,1000,1.903342
-231.729842,1000,2.216216
-277.198596,1000,2.52825
-211.446817,1000,2.842688
-232.462167,1000,3.194103
-332.397939,1000,30.113266
-203.798948,1000,56.834464
-254.452909,1000,83.573588
-175.556268,1000,110.069653
