#{"t_start": 1651080093.114389, "env_id": "CartPole-v1"}
r,l,t
9.0,9,0.026186
48.0,48,0.114527
24.0,24,0.184229
34.0,34,0.25812
12.0,12,0.265066
51.0,51,0.401803
32.0,32,0.473796
11.0,11,0.480123
15.0,15,0.542446
122.0,122,0.829261
136.0,136,1.123844
37.0,37,1.1993
92.0,92,1.427704
108.0,108,1.650803
125.0,125,1.98412
116.0,116,2.268978
140.0,140,2.566886
58.0,58,2.709742
114.0,114,2.993725
117.0,117,3.223747
136.0,136,3.573093
197.0,197,4.012753
363.0,363,4.814638
203.0,203,5.256603
203.0,203,5.807092
182.0,182,6.179049
433.0,433,7.182534
141.0,141,7.786489
152.0,152,8.145236
157.0,157,8.509798
177.0,177,8.939726
352.0,352,9.800305
500.0,500,10.920966
500.0,500,12.091032
500.0,500,13.193844
500.0,500,14.413166
500.0,500,16.342057
500.0,500,17.449386
500.0,500,18.649455
500.0,500,19.819818
500.0,500,20.929015
500.0,500,22.181112
500.0,500,24.047083
500.0,500,25.224616
500.0,500,26.465608
500.0,500,27.584771
500.0,500,28.76306
500.0,500,29.995026
