#{"t_start": 1651080093.1181839, "env_id": "CartPole-v1"}
r,l,t
19.0,19,0.028573
21.0,21,0.101386
22.0,22,0.11358
38.0,38,0.246074
22.0,22,0.25856
24.0,24,0.326475
16.0,16,0.389409
27.0,27,0.404018
20.0,20,0.469369
17.0,17,0.533203
19.0,19,0.543743
89.0,89,0.757779
164.0,164,1.12231
38.0,38,1.199053
104.0,104,1.433085
111.0,111,1.714045
120.0,120,2.044838
140.0,140,2.341418
136.0,136,2.638314
116.0,116,2.924016
111.0,111,3.150031
132.0,132,3.497598
201.0,201,3.939499
396.0,396,4.814141
208.0,208,5.314709
198.0,198,5.806722
202.0,202,6.244968
223.0,223,6.749265
236.0,236,7.616484
251.0,251,8.146863
223.0,223,8.659132
244.0,244,9.234317
500.0,500,10.453333
500.0,500,11.582313
500.0,500,12.7424
500.0,500,13.905031
500.0,500,15.819581
500.0,500,16.99731
500.0,500,18.14055
500.0,500,19.307058
500.0,500,20.475704
500.0,500,21.601181
500.0,500,23.589336
500.0,500,24.713004
500.0,500,25.946203
500.0,500,27.131725
500.0,500,28.247413
500.0,500,29.434178
500.0,500,30.668452
