#{"t_start": 1651080093.1190999, "env_id": "CartPole-v1"}
r,l,t
38.0,38,0.099279
17.0,17,0.10875
45.0,45,0.245266
42.0,42,0.323266
42.0,42,0.40044
22.0,22,0.46681
10.0,10,0.472587
25.0,25,0.540526
30.0,30,0.611449
155.0,155,0.971984
100.0,100,1.191801
87.0,87,1.41752
32.0,32,1.490709
108.0,108,1.714524
114.0,114,2.041718
145.0,145,2.341173
110.0,110,2.6226
107.0,107,2.848981
122.0,122,3.13681
111.0,111,3.36245
154.0,154,3.723434
225.0,225,4.231573
265.0,265,4.814885
191.0,191,5.250289
213.0,213,5.806445
219.0,219,6.308228
166.0,166,6.670442
181.0,181,7.10074
152.0,152,7.707004
158.0,158,8.07114
221.0,221,8.581041
302.0,302,9.299433
500.0,500,10.463906
500.0,500,11.649106
500.0,500,12.812118
500.0,500,13.972424
500.0,500,15.886879
500.0,500,17.00791
500.0,500,18.207365
500.0,500,19.373543
500.0,500,20.486185
500.0,500,21.668779
500.0,500,23.656625
500.0,500,24.782069
500.0,500,26.017407
500.0,500,27.142296
500.0,500,28.314609
500.0,500,29.501592
500.0,500,30.679085
