#{"t_start": 1651080093.117256, "env_id": "CartPole-v1"}
r,l,t
16.0,16,0.027393
24.0,24,0.102243
28.0,28,0.174241
28.0,28,0.189426
23.0,23,0.257814
48.0,48,0.393061
48.0,48,0.473754
48.0,48,0.608934
149.0,149,0.910622
113.0,113,1.192956
96.0,96,1.423634
116.0,116,1.706339
125.0,125,1.984614
126.0,126,2.274633
164.0,164,2.642067
106.0,106,2.922202
121.0,121,3.209175
130.0,130,3.500203
148.0,148,3.803495
364.0,364,4.6582
253.0,253,5.239606
211.0,211,5.718431
189.0,189,6.170363
177.0,177,6.593673
143.0,143,6.89466
129.0,129,7.18249
191.0,191,7.924188
158.0,158,8.289503
149.0,149,8.64743
366.0,366,9.454098
500.0,500,10.680203
500.0,500,11.806249
500.0,500,12.967743
500.0,500,14.185496
500.0,500,16.055589
500.0,500,17.219905
500.0,500,18.36267
500.0,500,19.528887
500.0,500,20.698126
500.0,500,21.89042
500.0,500,23.815629
500.0,500,24.995097
500.0,500,26.176691
500.0,500,27.355391
500.0,500,28.47051
500.0,500,29.661939
500.0,500,30.895087
