#{"t_start": 1651080093.1200142, "env_id": "CartPole-v1"}
r,l,t
61.0,61,0.111167
62.0,62,0.25736
20.0,20,0.322984
57.0,57,0.462502
31.0,31,0.534182
45.0,45,0.613241
49.0,49,0.751153
138.0,138,1.046519
112.0,112,1.286348
77.0,77,1.493822
109.0,109,1.718153
124.0,124,2.050622
122.0,122,2.337318
137.0,137,2.63476
109.0,109,2.916629
91.0,91,3.077421
113.0,113,3.3588
157.0,157,3.721371
213.0,213,4.223223
290.0,290,4.874443
167.0,167,5.242487
175.0,175,5.623498
229.0,229,6.175149
149.0,149,6.528445
137.0,137,6.826331
229.0,229,7.692608
292.0,292,8.354155
192.0,192,8.791499
454.0,454,9.874336
500.0,500,11.050323
500.0,500,12.163517
500.0,500,13.32342
500.0,500,14.488001
500.0,500,16.41465
500.0,500,17.579722
500.0,500,18.723319
500.0,500,19.895093
500.0,500,21.061066
500.0,500,22.254976
500.0,500,24.177352
500.0,500,25.299232
500.0,500,26.540111
500.0,500,27.717404
500.0,500,28.83874
500.0,500,30.069813
